Feature,Mean_Healthy,SD_Healthy,N_Healthy,Mean_Sick,SD_Sick,N_Sick,Mean_Treated,SD_Treated,N_Treated,p_ANOVA,p_Healthy_vs_Sick,p_Sick_vs_Treated,InjuryChange,TreatmentEffect,FinalEffect,EffectSize_Benefit,EffectSize_Harm
Mean angle value - tail - base std,2.38301339637653,1.75077995010635,20,1.93732876511989,1.09668986037853,20,2.17300941125149,1.62131914987994,20,0.650994211588635,1,1,0,0,No effect,NaN,NaN
Mean angle value - tail - tail 1 (°),174.269961141591,1.2991558266066,20,175.317987046769,1.1729120752517,20,175.187253581895,1.8408442309781,20,0.0560172012321863,0.0830105107131862,0.158330414654692,0,0,No effect,NaN,NaN
Mean angle value - tail - tail 1 std,1.434325533588,0.866797384625993,20,0.892735861218563,0.824731399633258,20,1.06967995542804,0.614556034597395,20,0.0886318013785391,0.0944230102762533,0.429263791748885,0,0,No effect,NaN,NaN
Mean angle value - tail - tail 2 (°),167.023288134316,3.27686477733869,20,166.369902645892,2.27368498687245,20,165.765481312365,4.17098087058184,20,0.494533985978045,1,0.712531551315802,0,0,No effect,NaN,NaN
Mean angle value - tail - tail 2 std,2.88681663737688,1.65805527602662,20,2.16187605069131,1.27874335380206,20,1.93003883141357,1.35570994253021,20,0.099628604894003,0.350883378744296,0.120262544779854,0,0,No effect,NaN,NaN
Mean angle value - tail - tail 3 (°),167.021983094626,3.95087374620052,20,167.224287854019,4.05419511111428,20,165.35075677119,5.33556226922373,20,0.357172663832952,1,0.732612136260604,0,0,No effect,NaN,NaN
Mean angle value - tail - tail 3 std,3.48613702578398,2.03902076007551,20,2.30887796562052,0.997337671889399,20,3.37312815655939,1.51113263581891,20,0.0401230262086609,0.0644244256662533,1,0,0,No effect,NaN,NaN
Mean angle value - tail - tail 4 (°),21.1483992593331,4.77411605607758,20,22.5164459436172,5.81649398255666,20,26.3752394997098,6.56314360083392,20,0.0164025580113801,1,0.0173839290258799,0,1,No effect,NaN,NaN
Mean angle value - tail - tail 4 std,4.92174507578228,2.87455063762653,20,4.42531687678319,2.48871286393575,20,5.25061359589152,2.1498020991866,20,0.584051888632862,1,1,0,0,No effect,NaN,NaN
Mean phase value - rforelimb - shoulder (°),-123.182519388265,2.56224042090951,20,-121.414034518552,2.57412531206602,20,-124.209451852558,2.87410823500451,20,0.0060584916877464,0.122887348175785,0.688775294138607,0,0,No effect,NaN,NaN
Mean phase value - rforelimb - shoulder std,2.67090257935367,1.23097986008289,20,3.04902805916686,1.14811169162668,20,2.48402097383811,0.905395431132016,20,0.264654376217952,0.849346461841046,1,0,0,No effect,NaN,NaN
Mean phase value - rforelimb - elbow (°),-52.0858540063395,3.35774941452638,20,-51.8270461465954,4.20399192272876,20,-53.4672069035691,2.82199950053661,20,0.290349539318582,1,0.654321008923981,0,0,No effect,NaN,NaN
Mean phase value - rforelimb - elbow std,2.99111499406547,1.38162185354757,20,2.5162854051443,1.20863514322793,20,2.66134415358331,1.11804725369544,20,0.468225638713087,0.693800829730048,1,0,0,No effect,NaN,NaN
Mean phase value - rforelimb - wrist (°),-30.835126293315,3.70286914796475,20,-30.5645347478366,4.77637603993987,20,-34.2810892859983,4.66757017264961,20,0.0164552807264631,1,0.0493732335093675,0,1,No effect,NaN,NaN
Mean phase value - rforelimb - wrist std,2.97147592865122,2.23889409889539,20,3.21325044954566,1.23729675688154,20,3.7627458115216,2.38734204698825,20,0.451763810610638,1,0.661676106577173,0,0,No effect,NaN,NaN
Mean phase value - rhindlimb - hip (°),-81.6950811982633,2.90421985072705,20,-80.4879565360082,3.2972084362449,20,-78.6693459201154,3.69438983794409,20,0.0194732474442543,0.762706878963485,0.0164622442224294,0,1,No effect,NaN,NaN
Mean phase value - rhindlimb - hip std,3.31160939210293,1.86988809160153,20,2.87408583520698,1.30325465876644,20,2.88007474701386,1.4814680503768,20,0.602560316306569,1,1,0,0,No effect,NaN,NaN
Mean phase value - rhindlimb - knee (°),-169.523448259174,2.87947091439931,20,-169.390614428203,2.69543749753295,20,-168.774892010977,2.97946577103095,20,0.677707345497065,1,1,0,0,No effect,NaN,NaN
Mean phase value - rhindlimb - knee std,2.90051245593271,1.94671126235361,20,1.71351900049547,0.766934707321969,20,2.44926769417378,1.30072697829328,20,0.035280102209695,0.0321205361114445,0.960014895679247,1,0,No effect,NaN,NaN
Mean phase value - rhindlimb - ankle (°),-55.4771220296004,4.79624976098278,20,-56.1037801249714,3.81688767402433,20,-53.2741516135182,5.12242467956954,20,0.134709308111076,1,0.409326055872439,0,0,No effect,NaN,NaN
Mean phase value - rhindlimb - ankle std,4.28143272073467,2.04890929955156,20,3.451634486644,1.32646046054813,20,3.73994893903102,1.92989260718571,20,0.339875062365307,0.448794685164003,1,0,0,No effect,NaN,NaN
Mean phase value - rhindlimb - lHindpaw (°),-28.2691069508425,3.82138277821588,20,-23.3756688467203,3.37277419192678,20,-22.927409466605,4.72783592280892,20,9.80531479761277e-05,0.000888331237437223,0.000276385904475609,1,1,Worsening,NaN,0.448259380115285
Mean phase value - rhindlimb - lHindpaw std,3.46363741268138,1.94703666130453,20,2.07525879722834,0.927740776270154,20,2.83464105885287,1.60646262980173,20,0.0234826770424712,0.0193750894765513,0.616084509714666,1,0,No effect,NaN,NaN
Mean phase value - spine - head (°),137.566193052326,3.47919318972458,20,140.830960779747,3.69185357012767,20,139.344505306929,2.44619105714711,20,0.00953557531101393,0.00724985281314282,0.267412978739835,1,0,No effect,NaN,NaN
Mean phase value - spine - head std,2.99430962224137,1.90508413905431,20,3.29675058051173,1.75027683326325,20,3.02516432763495,1.93592277561461,20,0.853230391673965,1,1,0,0,No effect,NaN,NaN
Mean phase value - spine - spine 1 (°),165.372120299003,2.72552852373877,20,165.815246765816,3.53080580971626,20,164.369080131816,3.0717669095906,20,0.332392875122059,1,0.944011234184523,0,0,No effect,NaN,NaN
Mean phase value - spine - spine 1 std,3.23371619314691,1.45858462462733,20,2.36085804272173,1.53186805671512,20,2.44391408526511,1.18640676511282,20,0.102855630970051,0.160650167857703,0.239373163832923,0,0,No effect,NaN,NaN
Mean phase value - spine - spine 2 (°),169.820406422196,1.26388052283862,20,169.265609059411,2.84232739422895,20,169.20913028159,1.50907363060062,20,0.567179503376583,1,1,0,0,No effect,NaN,NaN
Mean phase value - spine - spine 2 std,1.8463237582785,0.974675414562744,20,1.81885637367183,1.06886162014406,20,1.45444682913223,0.709677998412879,20,0.337890517990586,1,0.564349091525509,0,0,No effect,NaN,NaN
Mean phase value - spine - spine 3 (°),-162.746323270657,4.03150627810373,20,-163.882546957097,4.31904939335091,20,-162.931439973096,4.51346962187198,20,0.669944489362876,1,1,0,0,No effect,NaN,NaN
Mean phase value - spine - spine 3 std,4.60036654974132,2.15955943059656,20,4.9145427782288,2.097215980281,20,3.66837671975287,1.63727229539443,20,0.126279965119751,1,0.425476315252492,0,0,No effect,NaN,NaN
Mean phase value - spine - spine 4 (°),-149.192667443921,3.63776835932766,20,-148.801859776671,3.72728432480053,20,-146.854667646847,4.35994849570588,20,0.139444875125347,1,0.193454290348782,0,0,No effect,NaN,NaN
Mean phase value - spine - spine 4 std,3.74737480804561,1.75230233997332,20,3.41362885681962,1.70198198471544,20,2.69045177144828,1.09079697084952,20,0.0955853326228774,1,0.104034143108834,0,0,No effect,NaN,NaN
Mean phase value - tail - base (°),138.04495041198,108.297132340325,20,102.728410479663,143.994572937277,20,34.009177849645,176.495954769881,20,0.0800860391041904,1,0.0831227520057089,0,0,No effect,NaN,NaN
Mean phase value - tail - base std,3.15706051115449,1.99397485683187,20,2.96359367871007,1.41422029851697,20,3.15571099643612,1.76674653340868,20,0.921640979705049,1,1,0,0,No effect,NaN,NaN
Mean phase value - tail - tail 1 (°),103.449968509792,144.175582015876,20,69.039862429497,165.335788007311,20,-0.549211452124101,180.384483427445,20,0.133305513222234,1,0.148941316640093,0,0,No effect,NaN,NaN
Mean phase value - tail - tail 1 std,3.42179130686359,2.33996641697988,20,2.38007870383027,1.29914424348927,20,3.31624656041433,1.96091280406172,20,0.175884750146405,0.272752840093854,1,0,0,No effect,NaN,NaN
Mean phase value - tail - tail 2 (°),-119.795480519533,127.751303942661,20,-152.53814516698,76.9725614952253,20,-133.272537705699,106.108918101778,20,0.618229297740653,0.994018641847034,1,0,0,No effect,NaN,NaN
Mean phase value - tail - tail 2 std,5.30601772823121,3.31465699927962,20,3.50052184646488,1.9194363297882,20,3.62295378100317,2.11752386025898,20,0.0486854789979254,0.0830749306337532,0.118780858742186,0,0,No effect,NaN,NaN
Mean phase value - tail - tail 3 (°),-162.176903271956,6.68951797511413,20,-141.910252578327,75.5835576970646,20,-123.21144849743,97.5218927808415,20,0.233474508474718,1,0.268632550195862,0,0,No effect,NaN,NaN
Mean phase value - tail - tail 3 std,8.00165609366186,5.18024545725572,20,5.22503147004954,3.02805310835332,20,5.93831632520107,2.79644207102736,20,0.0663098078205108,0.0758799450799803,0.279703281258314,0,0,No effect,NaN,NaN
Mean angle velocity - rforelimb - shoulder (rad/s),0.025452407455001,0.0946616407228858,20,0.0119179483001179,0.104519742556529,20,0.0167381479478912,0.0841435354759297,20,0.900758419307429,1,1,0,0,No effect,NaN,NaN
Mean angle velocity - rforelimb - shoulder std,0.162688180250905,0.0706124364553194,20,0.158900505129677,0.0766843294245485,20,0.115900206751663,0.0635792559275001,20,0.0745537947353385,1,0.120827123300781,0,0,No effect,NaN,NaN
Mean angle velocity - rforelimb - elbow (rad/s),-0.0163716307956814,0.0963716149040299,20,0.0164066731098399,0.0683280045286174,20,-0.00315849998049608,0.0756048005301097,20,0.441468018046631,0.617160649622207,1,0,0,No effect,NaN,NaN
Mean angle velocity - rforelimb - elbow std,0.125424744648956,0.0750432160306086,20,0.119446917115003,0.0745971011223001,20,0.11169902320522,0.0703623276852542,20,0.83908679929177,1,1,0,0,No effect,NaN,NaN
Mean angle velocity - rforelimb - wrist (rad/s),0.0414938153849044,0.14692095677097,20,0.0405347148710286,0.135703632508556,20,0.0602295094193527,0.108057669712717,20,0.866923837819778,1,1,0,0,No effect,NaN,NaN
Mean angle velocity - rforelimb - wrist std,0.176897123214548,0.109610758325359,20,0.157768346882383,0.0776642219240586,20,0.150599889681873,0.0818743076234086,20,0.641120405141917,1,1,0,0,No effect,NaN,NaN
Mean angle velocity - rforelimb - lForepaw (rad/s),0.00559387808287627,0.234294064903132,20,-0.016667706964896,0.157427722585458,20,-0.00739443369303513,0.170797671026533,20,0.93347213029457,1,1,0,0,No effect,NaN,NaN
Mean angle velocity - rforelimb - lForepaw std,0.316406683637795,0.163515763063297,20,0.227056664568259,0.174557419093064,20,0.225639953185636,0.133683904072286,20,0.12456571082758,0.238227149232887,0.22464987500412,0,0,No effect,NaN,NaN
Mean angle velocity - rhindlimb - hip (rad/s),0.0933942792961942,0.130094077193516,20,0.122042150439335,0.121187309951863,20,0.0825306825979873,0.0945974894876681,20,0.543472006629417,1,1,0,0,No effect,NaN,NaN
Mean angle velocity - rhindlimb - hip std,0.18285494973702,0.0766164709536481,20,0.144485288161354,0.0742360862227303,20,0.143565804384203,0.0601048646473541,20,0.143109365850325,0.274610531919227,0.252639885203175,0,0,No effect,NaN,NaN
Mean angle velocity - rhindlimb - knee (rad/s),-0.0319295829720811,0.0350418606838464,20,-0.0653676443384159,0.046176429909309,20,-0.0467772109574756,0.033201705359996,20,0.0288920577356795,0.0244580074444018,0.68542688466056,1,0,No effect,NaN,NaN
Mean angle velocity - rhindlimb - knee std,0.040111384003425,0.0184482357058022,20,0.0393444808388669,0.0206523985156414,20,0.0462184925890746,0.0273976962706719,20,0.573735812083572,1,1,0,0,No effect,NaN,NaN
Mean angle velocity - rhindlimb - ankle (rad/s),-0.0283332639686159,0.104572758233192,20,-0.0774105634979292,0.0730128527869866,20,-0.0461117003599216,0.120660969348854,20,0.308186392917574,0.393872284262879,1,0,0,No effect,NaN,NaN
Mean angle velocity - rhindlimb - ankle std,0.153926801115973,0.0753694325720692,20,0.0900501290577511,0.0531873776328212,20,0.116624020325359,0.0822479733843061,20,0.0227720828421554,0.0192046955218538,0.311370345032897,1,0,No effect,NaN,NaN
Mean angle velocity - rhindlimb - lHindpaw (rad/s),0.00360312741289081,0.0851455361964669,20,0.0710478896119642,0.0877044339601881,20,0.0321217061512082,0.0843804415460807,20,0.0519065555225414,0.0474941885715242,0.892208206824145,1,0,No effect,NaN,NaN
Mean angle velocity - rhindlimb - lHindpaw std,0.113196828003221,0.0614552517750596,20,0.0986222880670361,0.0601942326834638,20,0.0812399031731876,0.0452273925804811,20,0.205715440989902,1,0.23098707943668,0,0,No effect,NaN,NaN
Mean angle velocity - rhindlimb - lHindfingers (rad/s),0.0709721710234625,0.170262979540721,20,0.0690874032471478,0.156920458230784,20,0.03460190101274,0.140651283171365,20,0.71127411774684,1,1,0,0,No effect,NaN,NaN
Mean angle velocity - rhindlimb - lHindfingers std,0.200275564902159,0.10042752606595,20,0.177282627617866,0.111805328466533,20,0.148719577132582,0.0886110750863434,20,0.27649956656294,1,0.333182003606579,0,0,No effect,NaN,NaN
Mean angle velocity - spine - head (rad/s),0.0178939486014382,0.0297101579619251,20,0.0220409408845417,0.0356553682658474,20,0.0153691145060305,0.0353181466307991,20,0.819163640667387,1,1,0,0,No effect,NaN,NaN
Mean angle velocity - spine - head std,0.0365980665992861,0.0180587726263162,20,0.0410591165691934,0.0335859784240533,20,0.046985401512606,0.0280920554912133,20,0.488143511821608,1,0.70390554564687,0,0,No effect,NaN,NaN
Mean angle velocity - spine - spine 1 (rad/s),-0.00556847112927355,0.0360784052808492,20,-0.0290352013191241,0.038369683760274,20,-0.0233836954110134,0.0387058108735967,20,0.131004834436242,0.162346580017567,0.422922884614451,0,0,No effect,NaN,NaN
Mean angle velocity - spine - spine 1 std,0.0437574564976121,0.0256405970630125,20,0.0401201956578556,0.028496415223557,20,0.0548957832211739,0.0254591212812758,20,0.195605839876327,1,0.570659356441366,0,0,No effect,NaN,NaN
Mean angle velocity - spine - spine 2 (rad/s),-0.00932628860458007,0.029453895567173,20,-0.00415024179416722,0.0299525365390528,20,-0.00203029129758257,0.0334583303853874,20,0.747108828840845,1,1,0,0,No effect,NaN,NaN
Mean angle velocity - spine - spine 2 std,0.0380494991242361,0.0287903390596306,20,0.0465547408106152,0.0314972346464403,20,0.055747884693573,0.0386876031390645,20,0.250872313523852,1,0.293553719113654,0,0,No effect,NaN,NaN
Mean angle velocity - spine - spine 3 (rad/s),-0.0071691431007479,0.0214350053857395,20,0.00925335695582206,0.0185928211895009,20,0.0117441038464372,0.0215838181237424,20,0.010111306331244,0.0433459670301325,0.0156266224193988,1,1,Worsening,NaN,0.00249074689061509
Mean angle velocity - spine - spine 3 std,0.0337451062571256,0.0239198971385783,20,0.030474274363292,0.0199885761134072,20,0.0319523321368434,0.0132762663002231,20,0.869463730573571,1,1,0,0,No effect,NaN,NaN
Mean angle velocity - spine - spine 4 (rad/s),0.0134083772820811,0.0184107050750065,20,0.00261506474925059,0.0203544984348145,20,0.00137334204014876,0.0254746480622948,20,0.162730730142049,0.359796612135593,0.251136838232239,0,0,No effect,NaN,NaN
Mean angle velocity - spine - spine 4 std,0.0275897110749061,0.0179445017208719,20,0.0283154168583444,0.0196376775034281,20,0.0293613085654023,0.0188810356140089,20,0.956296245694052,1,1,0,0,No effect,NaN,NaN
Mean angle velocity - spine - base (rad/s),0.00590253526816812,0.0347497296369545,20,0.000849966320911573,0.035779728196803,20,-0.0067251972686003,0.0304381296593633,20,0.495993708698258,1,0.724337674233485,0,0,No effect,NaN,NaN
Mean angle velocity - spine - base std,0.0539972391412575,0.0348868140345363,20,0.0444655679738882,0.0431997124675433,20,0.0494566933290713,0.0297210139442737,20,0.710517718605612,1,1,0,0,No effect,NaN,NaN
Mean angle velocity - tail - base (rad/s),-0.0830927764114057,0.0640940174479038,20,-0.0583522175583149,0.0554915123313381,20,-0.0260930675246048,0.0339243390739068,20,0.00477374583886866,0.429954625111199,0.00350150631144957,0,1,No effect,NaN,NaN
Mean angle velocity - tail - base std,0.075399076904392,0.066665720237503,20,0.0542609212374861,0.0340235154864535,20,0.04123508057664,0.0240150530001047,20,0.0639400992525457,0.438814782689592,0.0619528829843679,0,0,No effect,NaN,NaN
Mean angle velocity - tail - tail 1 (rad/s),0.314568650794501,0.205297605932332,20,0.25531937073191,0.186398069245744,20,0.186184062357419,0.140310237736594,20,0.0857683194987852,0.902336767958515,0.0824390950914009,0,0,No effect,NaN,NaN
Mean angle velocity - tail - tail 1 std,0.229196907322976,0.150156764356324,20,0.181603159425469,0.105028873820776,20,0.161624427940781,0.108585707097964,20,0.212096370568721,0.678122103727091,0.263043398575231,0,0,No effect,NaN,NaN
Mean angle velocity - tail - tail 2 (rad/s),0.743860169453218,0.330155520259957,20,0.703762371933758,0.273678915028088,20,0.526677699843782,0.282149510975347,20,0.0556043361472606,1,0.0723017246745733,0,0,No effect,NaN,NaN
Mean angle velocity - tail - tail 2 std,0.424433363191689,0.208172678452077,20,0.387080879455483,0.159478140717669,20,0.328877657861723,0.182962072613953,20,0.264651685818491,1,0.321541896783354,0,0,No effect,NaN,NaN
Mean angle velocity - tail - tail 3 (rad/s),0.461346481197021,0.270367949469027,20,0.593657602517624,0.250152282707388,20,0.364996990175926,0.242480739577049,20,0.0223479006943182,0.317451809356098,0.709143614825766,0,0,No effect,NaN,NaN
Mean angle velocity - tail - tail 3 std,0.362664464134665,0.163858183403044,20,0.344051977611165,0.13098196796408,20,0.283182777597363,0.145961877167635,20,0.213317696006668,1,0.281778803898299,0,0,No effect,NaN,NaN
Mean angle velocity - tail - tail 4 (rad/s),-0.4961466626727,0.178005203172406,20,-0.541814274069395,0.206450271690395,20,-0.350317462626809,0.164347179203027,20,0.00459676981902584,1,0.0448836325987755,0,1,No effect,NaN,NaN
Mean angle velocity - tail - tail 4 std,0.261436336152512,0.141711092304684,20,0.191757752170709,0.110656211149481,20,0.180426313994773,0.0949519358888426,20,0.069649512731242,0.196925120842031,0.0996869229173761,0,0,No effect,NaN,NaN
Mean phase velocity - rforelimb - shoulder (rad/s),0.0254524074549956,0.0946616407228856,20,0.0119179483001147,0.104519742556531,20,0.0167381479478953,0.0841435354759284,20,0.900758419307482,1,1,0,0,No effect,NaN,NaN
Mean phase velocity - rforelimb - shoulder std,0.162688180250904,0.0706124364553247,20,0.158900505129678,0.0766843294245472,20,0.115900206751659,0.0635792559275011,20,0.0745537947353218,1,0.120827123300765,0,0,No effect,NaN,NaN
