Feature,Mean Healthy Left C,SD Healthy Left C,Mean Sick Left E,SD Sick Left E,Number of samples in Healthy Left C,Number of samples in Sick Left E,p-value Healthy Left C vs Sick Left E,Significance,Statistical Test,feature,change value,change_effect_size,direction
Mean step jerk Y during swing - lHindpaw (m/s^3),13.672390240549529,34.827859843138505,-5.805644840593418,19.988415142370933,10,10,0.14680842130301072,n.s.,T-test,Mean step jerk Y during swing - lHindpaw (m/s^3),-12.125071370580718,-0.45463020611339716,away_from_healthy
Mean step jerk Y during swing - lHindpaw std,24.567905164772668,13.837089481850393,15.815636347301247,9.774606939481313,10,10,0.2515960472838561,n.s.,Levene,Mean step jerk Y during swing - lHindpaw std,-7.275546517378977,-0.5801046560282118,away_from_healthy
Mean step jerk Y during swing - shoulder (m/s^3),-8.469653413441128,12.288853308988065,-8.358420486251854,12.626977085840297,10,10,0.9842924152351007,n.s.,T-test,Mean step jerk Y during swing - shoulder (m/s^3),-5.375076019396881,-0.5343496515170479,away_from_healthy
Mean step jerk Y during swing - shoulder std,19.80807547271935,20.75905091240795,10.495980731887792,4.930298011765313,10,10,0.1867066162894299,n.s.,Levene,Mean step jerk Y during swing - shoulder std,0.053164811147061286,0.005344244197110503,towards_healthy
Mean step jerk Y during swing - spine 1 (m/s^3),-9.234498235251909,17.147730626326855,-10.018626106139127,9.056346709833742,10,10,0.9001180980120109,n.s.,T-test,Mean step jerk Y during swing - spine 1 (m/s^3),-1.0359068667482654,-0.0830675607077265,away_from_healthy
Mean step jerk Y during swing - spine 1 std,23.527174617020634,24.087399557989254,7.088096693876213,4.143317353914005,10,10,0.15258136116755497,n.s.,Levene,Mean step jerk Y during swing - spine 1 std,-5.32107372486427,-0.6111141286916157,away_from_healthy
Mean step jerk Y during swing - spine 2 (m/s^3),-7.933852950454925,26.28297527719693,-15.018599648232055,19.07612669466796,10,10,0.499915338275856,n.s.,T-test,Mean step jerk Y during swing - spine 2 (m/s^3),-1.5494894759135462,-0.0745322516048962,away_from_healthy
Mean step jerk Y during swing - spine 2 std,25.70960219754594,21.658184085826285,23.64907273870905,12.249887408371201,10,10,0.40347145215140334,n.s.,Levene,Mean step jerk Y during swing - spine 2 std,6.735988759580561,0.4630873245476026,towards_healthy
Mean step jerk Y during swing - spine 3 (m/s^3),-22.867692914943706,26.49123771056327,-16.904641029560377,14.204051093442452,10,10,0.8501067391385259,n.s.,Mann-Whitney U,Mean step jerk Y during swing - spine 3 (m/s^3),2.612516451824863,0.14466617295538367,towards_healthy
Mean step jerk Y during swing - spine 3 std,25.58490912240281,21.739944913217936,13.603269900118605,6.386553753025926,10,10,0.09961929663178458,n.s.,Levene,Mean step jerk Y during swing - spine 3 std,-3.5972425580743312,-0.39676618200543573,away_from_healthy
Mean step jerk Y during swing - spine 4 (m/s^3),-16.669836249496647,19.003676444848928,-6.828463193650462,14.158941765800893,10,10,0.2069333906573477,n.s.,T-test,Mean step jerk Y during swing - spine 4 (m/s^3),0.12076399389845704,0.005380176260092882,towards_healthy
Mean step jerk Y during swing - spine 4 std,25.535727867424104,20.48265043249815,11.77837277495156,3.35901914669787,10,10,0.14547294050197143,n.s.,Levene,Mean step jerk Y during swing - spine 4 std,-0.18399084002099286,-0.025702371742434775,away_from_healthy
Mean step jerk Y during swing - wrist (m/s^3),-25.16964069677631,14.019822043470393,-25.63126947383619,18.056404188108775,10,10,0.9498302608366899,n.s.,T-test,Mean step jerk Y during swing - wrist (m/s^3),5.071960397833482,0.21576603104824862,towards_healthy
Mean step jerk Y during swing - wrist std,24.50398342433207,12.247578881520552,24.931443168143268,10.701508056924576,10,10,0.8176387121750093,n.s.,Levene,Mean step jerk Y during swing - wrist std,-0.9593479599703691,-0.07388642041456828,away_from_healthy
Mean step length (m),0.05834086161986536,0.005462928185436042,0.05726453975535896,0.0035816970594442906,10,10,0.6096894247137201,n.s.,T-test,Mean step length (m),-0.0015877807695265367,-0.2866540588470061,away_from_healthy
Mean step length std,0.00584611032570011,0.0025228995144598457,0.0038763623288499,0.0018048447942530185,10,10,0.18557546596585078,n.s.,Levene,Mean step length std,-0.0012552004754195403,-0.4903759924781838,away_from_healthy
Mean step velocity X at peak - ankle (m/s),0.3974801767617045,0.07714948775786323,0.40619919925076947,0.05224332615296016,10,10,0.771141065277445,n.s.,T-test,Mean step velocity X at peak - ankle (m/s),-0.03398121416526001,-0.4293968748308867,away_from_healthy
Mean step velocity X at peak - ankle std,0.08192240470059468,0.047357597427338756,0.049426504789997855,0.019386012791717297,10,10,0.032217973149804714,*,Levene,Mean step velocity X at peak - ankle std,-0.02766241172608029,-0.5527414086746021,away_from_healthy
Mean step velocity X at peak - base (m/s),0.21476943921169464,0.06098219433674963,0.2192164516808079,0.02990699278085217,10,10,0.8391602201261221,n.s.,T-test,Mean step velocity X at peak - base (m/s),-0.016506331857291917,-0.3587072888806425,away_from_healthy
Mean step velocity X at peak - base std,0.05939671318619981,0.037809790849946366,0.030550405038121658,0.01451750910454703,10,10,0.003821243435655957,**,Levene,Mean step velocity X at peak - base std,-0.015069772783493522,-0.6101725088009013,away_from_healthy
Mean step velocity X at peak - elbow (m/s),0.1303290861632848,0.038498972267333995,0.1295776119284455,0.01719701193405058,10,10,0.9559503406538603,n.s.,T-test,Mean step velocity X at peak - elbow (m/s),-0.018459644304999634,-0.4962680407247281,away_from_healthy
Mean step velocity X at peak - elbow std,0.03752043598771486,0.02926115237673706,0.01835761536547223,0.010349456781146613,10,10,0.0017630372982220996,**,Levene,Mean step velocity X at peak - elbow std,-0.010141592193474318,-0.4507674383097933,away_from_healthy
Mean step velocity X at peak - head (m/s),0.22112989938057354,0.054732724359152676,0.21416119465530356,0.021163391724284223,10,10,0.7140222631937129,n.s.,T-test,Mean step velocity X at peak - head (m/s),-0.024889094972634224,-0.5905965540597344,away_from_healthy
Mean step velocity X at peak - head std,0.06882461760446792,0.044079927314136215,0.027077067466158428,0.01637544404852285,10,10,0.00303928523738452,**,Levene,Mean step velocity X at peak - head std,-0.016871049630496814,-0.6377818413469621,away_from_healthy
Mean step velocity X at peak - hip (m/s),0.23870406504377267,0.05355212869848871,0.23281414962913574,0.022760764031141703,10,10,0.7543376958217352,n.s.,T-test,Mean step velocity X at peak - hip (m/s),-0.014168731352748487,-0.28791524573220095,away_from_healthy
Mean step velocity X at peak - hip std,0.06553975957740894,0.04515203560467915,0.02387094187274683,0.0159342259931063,10,10,0.0013389953467685199,**,Levene,Mean step velocity X at peak - hip std,-0.020148983288685682,-0.6514195292244656,away_from_healthy
Mean step velocity X at peak - knee (m/s),0.36391426975823815,0.04479195225669353,0.3828198917261595,0.03506350143667829,10,10,0.3079543826642397,n.s.,T-test,Mean step velocity X at peak - knee (m/s),-0.03247672549002484,-0.5068169950439122,away_from_healthy
Mean step velocity X at peak - knee std,0.08149198370563807,0.05200025897902164,0.034466920073944494,0.015674557301068877,10,10,0.019648153475705695,*,Levene,Mean step velocity X at peak - knee std,-0.028641744904388096,-0.7532204569004813,away_from_healthy
Mean step velocity X at peak - lForepaw (m/s),0.01011019380564988,0.02616006889051198,0.00810087830674872,0.014076198323097913,10,10,0.8337577322325155,n.s.,T-test,Mean step velocity X at peak - lForepaw (m/s),0.001463525645743531,0.11382912481059368,towards_healthy
Mean step velocity X at peak - lForepaw std,0.018920090434248717,0.01571081833868563,0.018100369939030934,0.013626371428732294,10,10,0.6821740331177677,n.s.,Levene,Mean step velocity X at peak - lForepaw std,0.0055497789568998545,0.6043674653795851,towards_healthy
Mean step velocity X at peak - lHindfingers (m/s),0.6071344191536389,0.07745380866487529,0.6481483732908644,0.09066259614459593,10,10,0.2914323610807493,n.s.,T-test,Mean step velocity X at peak - lHindfingers (m/s),-0.051143965177853024,-0.5695070628037112,away_from_healthy
Mean step velocity X at peak - lHindfingers std,0.136245477367465,0.05887612550291142,0.07867762539658289,0.04147585345768184,10,10,0.4599910467650552,n.s.,Levene,Mean step velocity X at peak - lHindfingers std,0.0018145807782331685,0.0387787899685081,towards_healthy
Mean step velocity X at peak - lHindpaw (m/s),0.5616389138354544,0.07550773864292114,0.5673472859152928,0.06624408409592471,10,10,0.8594212375674437,n.s.,T-test,Mean step velocity X at peak - lHindpaw (m/s),-0.05015882881788769,-0.5503177855784721,away_from_healthy
Mean step velocity X at peak - lHindpaw std,0.12171757217483772,0.056092568794777906,0.06467248456892047,0.03596877726255433,10,10,0.4923667921514232,n.s.,Levene,Mean step velocity X at peak - lHindpaw std,-0.03118011507714101,-0.6495966500202753,away_from_healthy
Mean step velocity X at peak - shoulder (m/s),0.20363249361796196,0.04758148256835384,0.19409981786579275,0.017668856704052726,10,10,0.5641310725438518,n.s.,T-test,Mean step velocity X at peak - shoulder (m/s),-0.027080752034547045,-0.6594920110518159,away_from_healthy
Mean step velocity X at peak - shoulder std,0.05970055371333103,0.04230784794845664,0.023683928467744135,0.015462598293722096,10,10,0.000504506076804029,***,Levene,Mean step velocity X at peak - shoulder std,-0.020243248112490606,-0.7406440631475214,away_from_healthy
Mean step velocity X at peak - spine 1 (m/s),0.22055298204197035,0.050708226874377114,0.20626283671996665,0.018824431729950693,10,10,0.4205762823049637,n.s.,T-test,Mean step velocity X at peak - spine 1 (m/s),-0.03212769009283867,-0.7586246115739235,away_from_healthy
Mean step velocity X at peak - spine 1 std,0.069769497895638,0.04650049035453919,0.03210266058322128,0.02185739576702648,10,10,0.005707225904775268,**,Levene,Mean step velocity X at peak - spine 1 std,-0.0193304943262205,-0.7109847634958408,away_from_healthy
Mean step velocity X at peak - spine 2 (m/s),0.21675320317499266,0.05800260111029316,0.20676279508671697,0.019317854495187928,10,10,0.6155756627790925,n.s.,T-test,Mean step velocity X at peak - spine 2 (m/s),-0.02645551903065657,-0.5923688501840828,away_from_healthy
Mean step velocity X at peak - spine 2 std,0.06700270706450276,0.04874982483252273,0.027619180787210505,0.015448084329990572,10,10,0.0020713931785404914,**,Levene,Mean step velocity X at peak - spine 2 std,-0.016240943446427056,-0.5070025972535883,away_from_healthy
Mean step velocity X at peak - spine 3 (m/s),0.221667791814716,0.05230359344502722,0.20822944698472018,0.02516351562444054,10,10,0.4771111967604371,n.s.,T-test,Mean step velocity X at peak - spine 3 (m/s),-0.020763662372625086,-0.4357999850925509,away_from_healthy
Mean step velocity X at peak - spine 3 std,0.06943325105678262,0.0474605604744322,0.0253939226499449,0.01886992853761617,10,10,0.010238713081216369,*,Levene,Mean step velocity X at peak - spine 3 std,-0.019859291747664647,-0.5968452089581784,away_from_healthy
Mean step velocity X at peak - spine 4 (m/s),0.21561921284958405,0.059788906612521536,0.20666404049496498,0.025779806285115104,10,10,0.671181326281578,n.s.,T-test,Mean step velocity X at peak - spine 4 (m/s),-0.02932967556343949,-0.6027051042679047,away_from_healthy
Mean step velocity X at peak - spine 4 std,0.0704218646084662,0.05041951240945599,0.02710017588551546,0.018035949771810215,10,10,0.007847200174300399,**,Levene,Mean step velocity X at peak - spine 4 std,-0.01767706077079842,-0.60537667870363,away_from_healthy
Mean step velocity X at peak - wrist (m/s),0.012697697719984611,0.023452376385830694,0.020239077975143148,0.021133357066209047,10,10,0.45987790354821656,n.s.,T-test,Mean step velocity X at peak - wrist (m/s),-0.0009451466303343689,-0.04534959056623187,away_from_healthy
Mean step velocity X at peak - wrist std,0.014493456545833469,0.013387425416684591,0.016100440981436887,0.013280862302641739,10,10,0.9160171169338938,n.s.,Levene,Mean step velocity X at peak - wrist std,0.0013640806525884765,0.12416141349457788,towards_healthy
Mean step velocity X at stance - ankle (m/s),0.09999067645850027,0.058055565360629335,0.05404874269219081,0.025163610933014887,10,10,0.04515456962427901,*,Mann-Whitney U,Mean step velocity X at stance - ankle (m/s),-0.01539677759894053,-0.3431817716760801,away_from_healthy
Mean step velocity X at stance - ankle std,0.08259192920357517,0.07479179307000565,0.026555846711349224,0.014864758117361284,10,10,0.11182600344317123,n.s.,Levene,Mean step velocity X at stance - ankle std,0.0038889863172208057,0.15414672744321825,towards_healthy
Mean step velocity X at stance - base (m/s),0.21962823752785582,0.05807191322958971,0.22654340165268688,0.029996710703114427,10,10,0.7431012074573978,n.s.,T-test,Mean step velocity X at stance - base (m/s),-0.019160916501008485,-0.4462935174404712,away_from_healthy
Mean step velocity X at stance - base std,0.06556853897447265,0.052194501830406054,0.03827980768918369,0.02134997398072503,10,10,0.024324412114733865,*,Levene,Mean step velocity X at stance - base std,0.000506141495284558,0.020615975912054024,towards_healthy
Mean step velocity X at stance - elbow (m/s),0.35000154522015137,0.1339495789638371,0.3025323895288349,0.055590953522343875,10,10,0.5205228832757727,n.s.,Mann-Whitney U,Mean step velocity X at stance - elbow (m/s),-0.04774426219101596,-0.5402684951060733,away_from_healthy
Mean step velocity X at stance - elbow std,0.12665688984465545,0.15516119836330058,0.035651948084867546,0.019014063400170464,10,10,0.06948707586491122,n.s.,Levene,Mean step velocity X at stance - elbow std,-0.019981657662342202,-0.4762787894316738,away_from_healthy
Mean step velocity X at stance - head (m/s),0.27218543785859867,0.16043367327156088,0.2335431093705349,0.027944452031847634,10,10,0.9698499769931556,n.s.,Mann-Whitney U,Mean step velocity X at stance - head (m/s),-0.02008940481862098,-0.40458279559352694,away_from_healthy
Mean step velocity X at stance - head std,0.13161257340095467,0.2380122033197423,0.033736044115152915,0.020579529732319846,10,10,0.24400922815745452,n.s.,Levene,Mean step velocity X at stance - head std,-0.006477702778457828,-0.23181401453065692,away_from_healthy
Mean step velocity X at stance - hip (m/s),0.24631613557578308,0.0840007926539155,0.2312628558121816,0.03018988162285602,10,10,0.9698499769931556,n.s.,Mann-Whitney U,Mean step velocity X at stance - hip (m/s),-0.01911871338666915,-0.4347007786534131,away_from_healthy
Mean step velocity X at stance - hip std,0.086251984817053,0.09495768394412378,0.034800714310481984,0.02006710736504909,10,10,0.0916776382786819,n.s.,Levene,Mean step velocity X at stance - hip std,-0.002418342376750572,-0.10837311306810148,away_from_healthy
Mean step velocity X at stance - knee (m/s),0.17156716727553098,0.08394579841884747,0.13449905582860108,0.021340161313268928,10,10,0.10410988966022681,n.s.,Mann-Whitney U,Mean step velocity X at stance - knee (m/s),-0.01663506043709201,-0.3746983974077084,away_from_healthy
Mean step velocity X at stance - knee std,0.08327171751894094,0.10890710331839203,0.026055786904073786,0.016676944841464595,10,10,0.0704648033279768,n.s.,Levene,Mean step velocity X at stance - knee std,-0.0033878053527988568,-0.17879709188633736,away_from_healthy
Mean step velocity X at stance - lForepaw (m/s),0.48048418980256064,0.19895104439867403,0.4582140203052668,0.19847106114253485,10,10,0.8049592970101529,n.s.,T-test,Mean step velocity X at stance - lForepaw (m/s),0.11668014545454164,0.6349930485824152,towards_healthy
Mean step velocity X at stance - lForepaw std,0.19565153415946454,0.1930930574547862,0.0867065447742458,0.0465371564853895,10,10,0.060479971724431786,n.s.,Levene,Mean step velocity X at stance - lForepaw std,-0.06651555603595852,-0.6821725204920424,away_from_healthy
Mean step velocity X at stance - lHindfingers (m/s),0.06050862169078941,0.07337774595813253,0.03309098520531941,0.032038933429445506,10,10,0.5707503880581739,n.s.,Mann-Whitney U,Mean step velocity X at stance - lHindfingers (m/s),0.005384594997133237,0.11636177277146242,towards_healthy
Mean step velocity X at stance - lHindfingers std,0.08406838218797155,0.10497415097208228,0.029431282505195222,0.015418440740928728,10,10,0.09868298642908356,n.s.,Levene,Mean step velocity X at stance - lHindfingers std,0.003960677030666382,0.14337418590911843,towards_healthy
Mean step velocity X at stance - lHindpaw (m/s),0.06967905303535755,0.0619396337647633,0.033894050868033376,0.026816922898645835,10,10,0.10410988966022681,n.s.,Mann-Whitney U,Mean step velocity X at stance - lHindpaw (m/s),-9.598936842801498e-05,-0.002001412559470249,away_from_healthy
